"CONSUMER_ID","SKU_ID","FIRST_PURCHASE_DATE","LAST_PURCHASE_DATE","PURCHASE_COUNT","IS_REPEAT"
"CONS003835","SKU001","2025-12-09","2025-12-09",1,false
"CONS003836","SKU001","2025-12-11","2025-12-11",1,false
"CONS003837","SKU002","2025-12-01","2025-12-01",1,false
"CONS003838","SKU001","2025-12-15","2025-12-15",1,false
"CONS003839","SKU002","2025-12-03","2025-12-03",1,false
"CONS003840","SKU001","2025-12-16","2026-01-01",4,true
"CONS003841","SKU001","2025-12-01","2025-12-20",2,true
"CONS003842","SKU002","2025-12-03","2025-12-03",1,false
"CONS003843","SKU001","2025-12-05","2025-12-05",1,false
"CONS003844","SKU001","2025-12-02","2025-12-09",2,true
"CONS003845","SKU002","2025-12-15","2025-12-15",1,false
"CONS003846","SKU002","2025-12-21","2025-12-21",1,false
"CONS003847","SKU002","2025-12-02","2025-12-02",1,false
"CONS003848","SKU001","2025-12-04","2025-12-04",1,false
"CONS003849","SKU002","2025-12-21","2025-12-21",1,false
"CONS003850","SKU001","2025-12-18","2025-12-18",1,false
"CONS003851","SKU002","2025-12-11","2025-12-11",1,false
"CONS003852","SKU001","2025-12-20","2025-12-31",2,true
"CONS003853","SKU002","2025-12-03","2025-12-03",1,false
"CONS003854","SKU002","2025-12-15","2025-12-29",2,true
"CONS003855","SKU001","2025-12-15","2025-12-30",2,true
"CONS003856","SKU002","2025-12-18","2025-12-18",1,false
"CONS003857","SKU002","2025-12-20","2025-12-20",1,false
"CONS003858","SKU002","2025-12-08","2025-12-08",1,false
"CONS003859","SKU002","2025-12-09","2025-12-09",1,false
"CONS003860","SKU001","2025-12-02","2025-12-02",1,false
"CONS003861","SKU001","2025-12-01","2025-12-01",1,false
"CONS003862","SKU002","2025-12-14","2025-12-14",1,false
"CONS003863","SKU002","2025-12-05","2025-12-05",1,false
"CONS003864","SKU001","2025-12-04","2025-12-24",2,true
"CONS003865","SKU001","2025-12-08","2025-12-08",1,false
"CONS003866","SKU001","2025-12-05","2025-12-23",2,true
"CONS003867","SKU002","2025-12-08","2025-12-08",1,false
"CONS003868","SKU001","2025-12-14","2025-12-14",1,false
"CONS003869","SKU002","2025-12-12","2025-12-12",1,false
"CONS003870","SKU001","2025-12-19","2025-12-19",1,false
"CONS003871","SKU002","2025-12-17","2025-12-17",1,false
"CONS003872","SKU001","2025-12-19","2026-01-01",3,true
"CONS003873","SKU002","2025-12-12","2025-12-12",1,false
"CONS003874","SKU001","2025-12-11","2025-12-30",3,true
"CONS003875","SKU002","2025-12-16","2026-01-01",2,true
"CONS003876","SKU001","2025-12-15","2025-12-15",1,false
"CONS003877","SKU001","2025-12-13","2025-12-30",4,true
"CONS003878","SKU002","2025-12-13","2025-12-13",1,false
"CONS003879","SKU002","2025-12-09","2025-12-09",1,false
"CONS003880","SKU001","2025-12-16","2026-01-06",2,true
"CONS003881","SKU002","2025-12-10","2025-12-10",1,false
"CONS003882","SKU002","2025-12-07","2025-12-07",1,false
"CONS003883","SKU002","2025-12-05","2025-12-05",1,false
"CONS003884","SKU001","2025-12-14","2025-12-14",1,false
"CONS003885","SKU002","2025-12-08","2025-12-08",1,false
"CONS003886","SKU001","2025-12-18","2026-01-01",2,true
"CONS003887","SKU002","2025-12-06","2025-12-06",1,false
"CONS003888","SKU002","2025-12-16","2025-12-16",1,false
"CONS003889","SKU002","2025-12-13","2026-01-01",2,true
"CONS003890","SKU002","2025-12-01","2025-12-01",1,false
"CONS003891","SKU002","2025-12-17","2025-12-17",1,false
"CONS003892","SKU001","2025-12-19","2025-12-31",4,true
"CONS003893","SKU002","2025-12-15","2025-12-15",1,false
"CONS003894","SKU001","2025-12-05","2025-12-05",1,false
"CONS003895","SKU001","2025-12-13","2025-12-13",1,false
"CONS003896","SKU002","2025-12-08","2025-12-08",1,false
"CONS003897","SKU001","2025-12-02","2025-12-02",1,false
"CONS003898","SKU002","2025-12-02","2025-12-20",2,true
"CONS003899","SKU001","2025-12-05","2025-12-05",1,false
"CONS003900","SKU001","2025-12-14","2025-12-14",1,false
"CONS003901","SKU001","2025-12-06","2025-12-06",1,false
"CONS003902","SKU001","2025-12-18","2026-01-07",4,true
"CONS003903","SKU002","2025-12-05","2025-12-05",1,false
"CONS003904","SKU002","2025-12-04","2025-12-18",2,true
"CONS003905","SKU001","2025-12-01","2025-12-01",1,false
"CONS003906","SKU002","2025-12-10","2025-12-10",1,false
"CONS003907","SKU001","2025-12-19","2025-12-30",4,true
"CONS003908","SKU002","2025-12-20","2025-12-20",1,false
"CONS003909","SKU002","2025-12-13","2025-12-13",1,false
"CONS003910","SKU002","2025-12-13","2025-12-13",1,false
"CONS003911","SKU002","2025-12-06","2025-12-06",1,false
"CONS003912","SKU002","2025-12-17","2025-12-17",1,false
"CONS003913","SKU002","2025-12-03","2025-12-03",1,false
"CONS003914","SKU002","2025-12-11","2025-12-11",1,false
"CONS003915","SKU002","2025-12-13","2025-12-13",1,false
"CONS003916","SKU001","2025-12-17","2025-12-17",1,false
"CONS003917","SKU002","2025-12-10","2025-12-10",1,false
"CONS003918","SKU002","2025-12-14","2025-12-14",1,false
"CONS003919","SKU001","2025-12-03","2025-12-22",2,true
"CONS003920","SKU001","2025-12-03","2025-12-03",1,false
"CONS003921","SKU001","2025-12-20","2025-12-20",1,false
"CONS003922","SKU001","2025-12-03","2025-12-03",1,false
"CONS003923","SKU001","2025-12-10","2025-12-20",4,true
"CONS003924","SKU002","2025-12-07","2025-12-07",1,false
"CONS003925","SKU002","2025-12-21","2025-12-21",1,false
"CONS003926","SKU001","2025-12-09","2025-12-09",1,false
"CONS003927","SKU002","2025-12-21","2025-12-21",1,false
"CONS003928","SKU001","2025-12-04","2025-12-04",1,false
"CONS003929","SKU001","2025-12-13","2025-12-13",1,false
"CONS003930","SKU002","2025-12-11","2025-12-11",1,false
"CONS003931","SKU002","2025-12-11","2025-12-11",1,false
"CONS003932","SKU001","2025-12-11","2025-12-18",2,true
"CONS003933","SKU002","2025-12-04","2025-12-20",2,true
"CONS003934","SKU001","2025-12-15","2025-12-15",1,false
"CONS003935","SKU002","2025-12-20","2025-12-20",1,false
"CONS003936","SKU001","2025-12-01","2025-12-01",1,false
"CONS003937","SKU001","2025-12-14","2025-12-14",1,false
"CONS003938","SKU001","2025-12-13","2025-12-31",2,true
"CONS003939","SKU001","2025-12-06","2025-12-06",1,false
"CONS003940","SKU002","2025-12-06","2025-12-06",1,false
"CONS003941","SKU001","2025-12-17","2025-12-17",1,false
"CONS003942","SKU001","2025-12-03","2025-12-14",4,true
"CONS003943","SKU001","2025-12-01","2025-12-22",3,true
"CONS003944","SKU001","2025-12-16","2026-01-06",2,true
"CONS003945","SKU001","2025-12-18","2025-12-18",1,false
"CONS003946","SKU002","2025-12-17","2025-12-17",1,false
"CONS003947","SKU002","2025-12-19","2025-12-19",1,false
"CONS003948","SKU001","2025-12-05","2025-12-05",1,false
"CONS003949","SKU002","2025-12-08","2025-12-08",1,false
"CONS003950","SKU002","2025-12-07","2025-12-07",1,false
"CONS003951","SKU002","2025-12-15","2025-12-15",1,false
"CONS003952","SKU001","2025-12-18","2025-12-30",3,true
"CONS003953","SKU001","2025-12-01","2025-12-01",1,false
"CONS003954","SKU002","2025-12-15","2025-12-15",1,false
"CONS003955","SKU001","2025-12-08","2025-12-08",1,false
"CONS003956","SKU002","2025-12-13","2025-12-13",1,false
"CONS003957","SKU002","2025-12-04","2025-12-04",1,false
"CONS003958","SKU001","2025-12-12","2025-12-12",1,false
"CONS003959","SKU001","2025-12-15","2025-12-15",1,false
"CONS003960","SKU002","2025-12-06","2025-12-06",1,false
"CONS003961","SKU002","2025-12-17","2026-01-06",2,true
"CONS003962","SKU002","2025-12-05","2025-12-05",1,false
"CONS003963","SKU002","2025-12-09","2025-12-28",2,true
"CONS003964","SKU001","2025-12-08","2025-12-08",1,false
"CONS003965","SKU002","2025-12-12","2025-12-31",2,true
"CONS003966","SKU002","2025-12-01","2025-12-01",1,false
"CONS003967","SKU001","2025-12-21","2025-12-21",1,false
"CONS003968","SKU002","2025-12-04","2025-12-04",1,false
"CONS003969","SKU002","2025-12-07","2025-12-07",1,false
"CONS003970","SKU001","2025-12-05","2025-12-15",3,true
"CONS003971","SKU002","2025-12-19","2025-12-19",1,false
"CONS003972","SKU002","2025-12-06","2025-12-06",1,false
"CONS003973","SKU001","2025-12-01","2025-12-14",4,true
"CONS003974","SKU001","2025-12-08","2025-12-29",2,true
"CONS003975","SKU001","2025-12-17","2025-12-17",1,false
"CONS003976","SKU002","2025-12-10","2025-12-10",1,false
"CONS003977","SKU002","2025-12-05","2025-12-05",1,false
"CONS003978","SKU001","2025-12-13","2025-12-13",1,false
"CONS003979","SKU002","2025-12-05","2025-12-05",1,false
"CONS003980","SKU002","2025-12-19","2025-12-19",1,false
"CONS003981","SKU002","2025-12-16","2025-12-16",1,false
"CONS003982","SKU002","2025-12-11","2025-12-11",1,false
"CONS003983","SKU002","2025-12-04","2025-12-11",2,true
"CONS003984","SKU001","2025-12-10","2025-12-26",2,true
"CONS003985","SKU001","2025-12-04","2025-12-25",3,true
"CONS003986","SKU002","2025-12-21","2025-12-30",2,true
"CONS003987","SKU001","2025-12-19","2026-01-06",3,true
"CONS003988","SKU002","2025-12-01","2025-12-01",1,false
"CONS003989","SKU002","2025-12-21","2025-12-21",1,false
"CONS003990","SKU001","2025-12-18","2025-12-18",1,false
"CONS003991","SKU002","2025-12-09","2025-12-22",2,true
"CONS003992","SKU002","2025-12-09","2025-12-09",1,false
"CONS003993","SKU002","2025-12-07","2025-12-07",1,false
"CONS003994","SKU001","2025-12-15","2025-12-15",1,false
"CONS003995","SKU002","2025-12-10","2025-12-10",1,false
"CONS003996","SKU001","2025-12-13","2025-12-13",1,false
"CONS003997","SKU002","2025-12-06","2025-12-06",1,false
"CONS003998","SKU001","2025-12-01","2025-12-01",1,false
"CONS003999","SKU002","2025-12-14","2025-12-14",1,false
"CONS004000","SKU002","2025-12-08","2025-12-27",2,true
"CONS004001","SKU002","2025-12-12","2025-12-12",1,false
"CONS004002","SKU002","2025-12-06","2025-12-06",1,false
"CONS004003","SKU002","2025-12-19","2025-12-19",1,false
"CONS004004","SKU001","2025-12-05","2025-12-20",2,true
"CONS004005","SKU001","2025-12-04","2025-12-18",4,true
"CONS004006","SKU002","2025-12-17","2025-12-17",1,false
"CONS004007","SKU002","2025-12-08","2025-12-08",1,false
"CONS004008","SKU002","2025-12-10","2025-12-10",1,false
"CONS004009","SKU002","2025-12-15","2025-12-15",1,false
"CONS004010","SKU001","2025-12-16","2025-12-16",1,false
"CONS004011","SKU002","2025-12-21","2025-12-21",1,false
"CONS004012","SKU001","2025-12-20","2025-12-20",1,false
"CONS004013","SKU001","2025-12-10","2025-12-21",3,true
"CONS004014","SKU002","2025-12-12","2025-12-12",1,false
"CONS004015","SKU001","2025-12-20","2025-12-20",1,false
"CONS004016","SKU002","2025-12-20","2025-12-20",1,false
"CONS004017","SKU001","2025-12-07","2025-12-16",4,true
"CONS004018","SKU001","2025-12-07","2025-12-07",1,false
"CONS004019","SKU001","2025-12-13","2025-12-13",1,false
"CONS004020","SKU001","2025-12-08","2025-12-15",4,true
"CONS004021","SKU002","2025-12-09","2025-12-09",1,false
"CONS004022","SKU001","2025-12-02","2025-12-02",1,false
"CONS004023","SKU001","2025-12-05","2025-12-05",1,false
"CONS004024","SKU002","2025-12-03","2025-12-14",2,true
"CONS004025","SKU002","2025-12-19","2025-12-19",1,false
"CONS004026","SKU001","2025-12-11","2025-12-21",3,true
"CONS004027","SKU002","2025-12-15","2025-12-15",1,false
"CONS004028","SKU001","2025-12-17","2025-12-17",1,false
"CONS004029","SKU002","2025-12-16","2025-12-16",1,false
"CONS004030","SKU002","2025-12-12","2025-12-12",1,false
"CONS004031","SKU001","2025-12-14","2025-12-31",2,true
"CONS004032","SKU001","2025-12-05","2025-12-05",1,false
"CONS004033","SKU002","2025-12-11","2025-12-11",1,false
"CONS004034","SKU001","2025-12-10","2025-12-10",1,false
"CONS004035","SKU002","2025-12-10","2025-12-17",2,true
"CONS004036","SKU002","2025-12-13","2025-12-13",1,false
"CONS004037","SKU001","2025-12-11","2025-12-20",3,true
"CONS004038","SKU001","2025-12-04","2025-12-04",1,false
"CONS004039","SKU001","2025-12-04","2025-12-04",1,false
"CONS004040","SKU001","2025-12-04","2025-12-04",1,false
"CONS004041","SKU002","2025-12-01","2025-12-01",1,false
"CONS004042","SKU002","2025-12-19","2025-12-19",1,false
"CONS004043","SKU001","2025-12-11","2025-12-11",1,false
"CONS004044","SKU002","2025-12-13","2025-12-13",1,false
"CONS004045","SKU002","2025-12-07","2025-12-07",1,false
"CONS004046","SKU002","2025-12-13","2025-12-31",2,true
"CONS004047","SKU001","2025-12-10","2025-12-29",2,true
"CONS004048","SKU001","2025-12-08","2025-12-26",2,true
"CONS004049","SKU002","2025-12-06","2025-12-06",1,false
"CONS004050","SKU002","2025-12-15","2025-12-15",1,false
"CONS004051","SKU002","2025-12-18","2025-12-18",1,false
"CONS004052","SKU002","2025-12-20","2025-12-20",1,false
"CONS004053","SKU002","2025-12-01","2025-12-01",1,false
"CONS004054","SKU002","2025-12-11","2025-12-11",1,false
"CONS004055","SKU002","2025-12-20","2026-01-01",2,true
"CONS004056","SKU001","2025-12-11","2025-12-29",4,true
"CONS004057","SKU001","2025-12-15","2025-12-15",1,false
"CONS004058","SKU001","2025-12-10","2025-12-30",2,true
"CONS004059","SKU001","2025-12-12","2025-12-12",1,false
"CONS004060","SKU002","2025-12-15","2025-12-15",1,false
"CONS004061","SKU002","2025-12-10","2025-12-10",1,false
"CONS004062","SKU002","2025-12-05","2025-12-05",1,false
"CONS004063","SKU001","2025-12-21","2025-12-21",1,false
"CONS004064","SKU001","2025-12-08","2025-12-16",3,true
"CONS004065","SKU001","2025-12-20","2026-01-06",3,true
"CONS004066","SKU001","2025-12-05","2025-12-25",2,true
"CONS004067","SKU001","2025-12-02","2025-12-17",2,true
"CONS004068","SKU002","2025-12-18","2025-12-18",1,false
"CONS004069","SKU001","2025-12-17","2025-12-17",1,false
"CONS004070","SKU002","2025-12-18","2025-12-18",1,false
"CONS004071","SKU001","2025-12-16","2025-12-16",1,false
"CONS004072","SKU001","2025-12-05","2025-12-05",1,false
"CONS004073","SKU001","2025-12-01","2025-12-01",1,false
"CONS004074","SKU001","2025-12-01","2025-12-01",1,false
"CONS004075","SKU002","2025-12-09","2025-12-09",1,false
"CONS004076","SKU002","2025-12-06","2025-12-06",1,false
"CONS004077","SKU001","2025-12-17","2025-12-17",1,false
"CONS004078","SKU002","2025-12-03","2025-12-03",1,false
"CONS004079","SKU002","2025-12-13","2025-12-13",1,false
"CONS004080","SKU001","2025-12-04","2025-12-04",1,false
"CONS004081","SKU002","2025-12-12","2025-12-29",2,true
"CONS004082","SKU001","2025-12-02","2025-12-15",3,true
"CONS004083","SKU001","2025-12-16","2025-12-16",1,false
"CONS004084","SKU001","2025-12-18","2026-01-04",2,true
"CONS004085","SKU002","2025-12-11","2025-12-11",1,false
"CONS004086","SKU002","2025-12-21","2025-12-21",1,false
"CONS004087","SKU001","2025-12-05","2025-12-05",1,false
"CONS004088","SKU001","2025-12-07","2025-12-07",1,false
"CONS004089","SKU002","2025-12-06","2025-12-06",1,false
"CONS004090","SKU002","2025-12-15","2025-12-15",1,false
"CONS004091","SKU002","2025-12-10","2025-12-10",1,false
"CONS004092","SKU002","2025-12-06","2025-12-06",1,false
"CONS004093","SKU002","2025-12-14","2025-12-14",1,false
"CONS004094","SKU001","2025-12-16","2025-12-16",1,false
"CONS004095","SKU002","2025-12-05","2025-12-05",1,false
"CONS004096","SKU001","2025-12-16","2025-12-16",1,false
"CONS004097","SKU001","2025-12-12","2025-12-12",1,false
"CONS004098","SKU001","2025-12-14","2026-01-03",2,true
"CONS004099","SKU001","2025-12-09","2025-12-27",3,true
"CONS004100","SKU001","2025-12-12","2025-12-25",2,true
"CONS004101","SKU001","2025-12-14","2025-12-14",1,false
"CONS004102","SKU001","2025-12-01","2025-12-15",4,true
"CONS004103","SKU001","2025-12-14","2025-12-14",1,false
"CONS004104","SKU001","2025-12-10","2025-12-10",1,false
"CONS004105","SKU002","2025-12-21","2025-12-21",1,false
"CONS004106","SKU002","2025-12-12","2025-12-12",1,false
"CONS004107","SKU002","2025-12-19","2025-12-19",1,false
"CONS004108","SKU002","2025-12-18","2025-12-18",1,false
"CONS004109","SKU002","2025-12-02","2025-12-02",1,false
"CONS004110","SKU002","2025-12-07","2025-12-07",1,false
"CONS004111","SKU001","2025-12-21","2026-01-11",4,true
"CONS004112","SKU001","2025-12-14","2025-12-14",1,false
"CONS004113","SKU002","2025-12-10","2025-12-10",1,false
"CONS004114","SKU002","2025-12-14","2025-12-14",1,false
"CONS004115","SKU001","2025-12-03","2025-12-24",4,true
"CONS004116","SKU001","2025-12-01","2025-12-01",1,false
"CONS004117","SKU002","2025-12-02","2025-12-02",1,false
"CONS004118","SKU001","2025-12-08","2025-12-08",1,false
"CONS004119","SKU001","2025-12-09","2025-12-25",3,true
"CONS004120","SKU001","2025-12-20","2025-12-20",1,false
"CONS004121","SKU002","2025-12-06","2025-12-06",1,false
"CONS004122","SKU002","2025-12-12","2025-12-12",1,false
"CONS004123","SKU002","2025-12-06","2025-12-06",1,false
"CONS004124","SKU002","2025-12-13","2025-12-13",1,false
"CONS004125","SKU001","2025-12-11","2025-12-11",1,false
"CONS004126","SKU001","2025-12-16","2025-12-16",1,false
"CONS004127","SKU002","2025-12-03","2025-12-03",1,false
"CONS004128","SKU002","2025-12-15","2025-12-15",1,false
"CONS004129","SKU002","2025-12-01","2025-12-01",1,false
"CONS004130","SKU001","2025-12-07","2025-12-22",3,true
"CONS004131","SKU001","2025-12-09","2025-12-09",1,false
"CONS004132","SKU002","2025-12-20","2025-12-30",2,true
"CONS004133","SKU002","2025-12-21","2025-12-21",1,false
"CONS004134","SKU002","2025-12-11","2025-12-11",1,false
"CONS004135","SKU001","2025-12-07","2025-12-07",1,false
"CONS004136","SKU001","2025-12-06","2025-12-21",2,true
"CONS004137","SKU002","2025-12-12","2025-12-12",1,false
"CONS004138","SKU002","2025-12-01","2025-12-01",1,false
"CONS004139","SKU001","2025-12-10","2025-12-10",1,false
"CONS004140","SKU002","2025-12-20","2025-12-20",1,false
"CONS004141","SKU001","2025-12-10","2025-12-10",1,false
"CONS004142","SKU002","2025-12-04","2025-12-04",1,false
"CONS004143","SKU001","2025-12-01","2025-12-01",1,false
"CONS004144","SKU001","2025-12-16","2025-12-29",2,true
"CONS004145","SKU001","2025-12-19","2026-01-03",2,true
"CONS004146","SKU001","2025-12-14","2025-12-14",1,false
"CONS004147","SKU002","2025-12-06","2025-12-06",1,false
"CONS004148","SKU002","2025-12-04","2025-12-04",1,false
"CONS004149","SKU001","2025-12-13","2025-12-13",1,false
"CONS004150","SKU002","2025-12-03","2025-12-03",1,false
"CONS004151","SKU001","2025-12-15","2025-12-15",1,false
"CONS004152","SKU001","2025-12-17","2025-12-17",1,false
"CONS004153","SKU002","2025-12-10","2025-12-10",1,false
"CONS004154","SKU002","2025-12-02","2025-12-02",1,false
"CONS004155","SKU001","2025-12-08","2025-12-17",2,true
"CONS004156","SKU001","2025-12-06","2025-12-06",1,false
"CONS004157","SKU001","2025-12-11","2025-12-11",1,false
"CONS004158","SKU001","2025-12-08","2025-12-16",4,true
"CONS004159","SKU001","2025-12-06","2025-12-06",1,false
"CONS004160","SKU001","2025-12-17","2025-12-30",4,true
"CONS004161","SKU002","2025-12-02","2025-12-02",1,false
"CONS004162","SKU001","2025-12-20","2025-12-20",1,false
"CONS004163","SKU001","2025-12-11","2025-12-11",1,false
"CONS004164","SKU001","2025-12-14","2025-12-21",4,true
"CONS004165","SKU001","2025-12-10","2025-12-10",1,false
"CONS004166","SKU001","2025-12-19","2025-12-19",1,false
"CONS004167","SKU001","2025-12-20","2025-12-20",1,false
"CONS004168","SKU001","2025-12-13","2025-12-13",1,false
"CONS004169","SKU002","2025-12-04","2025-12-15",2,true
"CONS004170","SKU002","2025-12-21","2026-01-04",2,true
"CONS004171","SKU002","2025-12-15","2025-12-15",1,false
"CONS004172","SKU002","2025-12-17","2025-12-17",1,false
"CONS004173","SKU001","2025-12-18","2025-12-30",2,true
"CONS004174","SKU002","2025-12-19","2025-12-19",1,false
"CONS004175","SKU001","2025-12-09","2025-12-26",4,true
"CONS004176","SKU001","2025-12-05","2025-12-05",1,false
"CONS004177","SKU002","2025-12-09","2025-12-09",1,false
"CONS004178","SKU002","2025-12-04","2025-12-12",2,true
"CONS004179","SKU002","2025-12-01","2025-12-01",1,false
"CONS004180","SKU001","2025-12-10","2025-12-10",1,false
"CONS004181","SKU001","2025-12-07","2025-12-07",1,false
"CONS004182","SKU002","2025-12-01","2025-12-01",1,false
"CONS004183","SKU002","2025-12-07","2025-12-07",1,false
"CONS004184","SKU001","2025-12-19","2025-12-19",1,false
"CONS004185","SKU002","2025-12-06","2025-12-06",1,false
"CONS004186","SKU001","2025-12-17","2025-12-28",3,true
"CONS004187","SKU002","2025-12-06","2025-12-06",1,false
"CONS004188","SKU002","2025-12-07","2025-12-07",1,false
"CONS004189","SKU002","2025-12-08","2025-12-08",1,false
"CONS004190","SKU002","2025-12-17","2026-01-05",2,true
"CONS004191","SKU002","2025-12-08","2025-12-16",2,true
"CONS004192","SKU002","2025-12-09","2025-12-09",1,false
"CONS004193","SKU001","2025-12-14","2026-01-02",3,true
"CONS004194","SKU001","2025-12-04","2025-12-12",3,true
"CONS004195","SKU002","2025-12-13","2025-12-13",1,false
"CONS004196","SKU002","2025-12-01","2025-12-13",2,true
"CONS004197","SKU002","2025-12-21","2025-12-21",1,false
"CONS004198","SKU001","2025-12-06","2025-12-13",2,true
"CONS004199","SKU002","2025-12-12","2025-12-12",1,false
"CONS004200","SKU002","2025-12-06","2025-12-06",1,false
"CONS004201","SKU001","2025-12-18","2025-12-28",2,true
"CONS004202","SKU002","2025-12-10","2025-12-10",1,false
"CONS004203","SKU002","2025-12-12","2025-12-12",1,false
"CONS004204","SKU001","2025-12-13","2025-12-22",2,true
"CONS004205","SKU001","2025-12-18","2025-12-18",1,false
"CONS004206","SKU001","2025-12-19","2025-12-19",1,false
"CONS004207","SKU002","2025-12-21","2025-12-21",1,false
"CONS004208","SKU001","2025-12-09","2025-12-18",4,true
"CONS004209","SKU002","2025-12-10","2025-12-10",1,false
"CONS004210","SKU001","2025-12-12","2025-12-27",4,true
"CONS004211","SKU002","2025-12-21","2025-12-21",1,false
"CONS004212","SKU001","2025-12-10","2025-12-10",1,false
"CONS004213","SKU001","2025-12-08","2025-12-22",2,true
"CONS004214","SKU002","2025-12-15","2025-12-23",2,true
"CONS004215","SKU002","2025-12-09","2025-12-16",2,true
"CONS004216","SKU002","2025-12-19","2025-12-19",1,false
"CONS004217","SKU002","2025-12-07","2025-12-07",1,false
"CONS004218","SKU002","2025-12-13","2025-12-13",1,false
"CONS004219","SKU001","2025-12-17","2026-01-01",3,true
"CONS004220","SKU002","2025-12-18","2025-12-18",1,false
"CONS004221","SKU001","2025-12-06","2025-12-26",3,true
"CONS004222","SKU002","2025-12-06","2025-12-06",1,false
"CONS004223","SKU002","2025-12-06","2025-12-19",2,true
"CONS004224","SKU001","2025-12-14","2025-12-14",1,false
"CONS004225","SKU001","2025-12-19","2025-12-19",1,false
"CONS004226","SKU002","2025-12-11","2025-12-11",1,false
"CONS004227","SKU001","2025-12-11","2025-12-11",1,false
"CONS004228","SKU001","2025-12-12","2026-01-01",4,true
"CONS004229","SKU001","2025-12-03","2025-12-22",2,true
"CONS004230","SKU001","2025-12-14","2025-12-30",2,true
"CONS004231","SKU002","2025-12-10","2025-12-10",1,false
"CONS004232","SKU002","2025-12-20","2025-12-20",1,false
"CONS004233","SKU002","2025-12-10","2025-12-10",1,false
"CONS004234","SKU001","2025-12-12","2025-12-12",1,false
"CONS004235","SKU002","2025-12-21","2025-12-21",1,false
"CONS004236","SKU002","2025-12-08","2025-12-08",1,false
"CONS004237","SKU001","2025-12-12","2026-01-02",4,true
"CONS004238","SKU001","2025-12-16","2025-12-16",1,false
"CONS004239","SKU001","2025-12-14","2025-12-14",1,false
"CONS004240","SKU002","2025-12-01","2025-12-01",1,false
"CONS004241","SKU002","2025-12-13","2025-12-13",1,false
"CONS004242","SKU001","2025-12-05","2025-12-05",1,false
"CONS004243","SKU001","2025-12-14","2025-12-14",1,false
"CONS004244","SKU001","2025-12-13","2025-12-30",2,true
"CONS004245","SKU002","2025-12-06","2025-12-06",1,false
"CONS004246","SKU001","2025-12-01","2025-12-18",2,true
"CONS004247","SKU002","2025-12-02","2025-12-02",1,false
"CONS004248","SKU002","2025-12-10","2025-12-31",2,true
"CONS004249","SKU002","2025-12-14","2025-12-14",1,false
"CONS004250","SKU002","2025-12-05","2025-12-05",1,false
"CONS004251","SKU002","2025-12-06","2025-12-06",1,false
"CONS004252","SKU002","2025-12-06","2025-12-06",1,false
"CONS004253","SKU002","2025-12-09","2025-12-19",2,true
"CONS004254","SKU001","2025-12-05","2025-12-14",4,true
"CONS004255","SKU001","2025-12-02","2025-12-09",3,true
"CONS004256","SKU002","2025-12-07","2025-12-21",2,true
"CONS004257","SKU001","2025-12-16","2026-01-04",4,true
"CONS004258","SKU001","2025-12-13","2025-12-26",4,true
"CONS004259","SKU002","2025-12-16","2025-12-16",1,false
"CONS004260","SKU001","2025-12-05","2025-12-24",2,true
"CONS004261","SKU002","2025-12-13","2025-12-13",1,false
"CONS004262","SKU002","2025-12-15","2025-12-15",1,false
"CONS004263","SKU001","2025-12-11","2025-12-11",1,false
"CONS004264","SKU002","2025-12-12","2025-12-12",1,false
"CONS004265","SKU001","2025-12-02","2025-12-02",1,false
"CONS004266","SKU002","2025-12-18","2025-12-18",1,false
"CONS004267","SKU001","2025-12-15","2026-01-05",3,true
"CONS004268","SKU002","2025-12-04","2025-12-04",1,false
"CONS004269","SKU002","2025-12-20","2025-12-20",1,false
"CONS004270","SKU001","2025-12-04","2025-12-04",1,false
"CONS004271","SKU002","2025-12-08","2025-12-08",1,false
"CONS004272","SKU002","2025-12-11","2025-12-11",1,false
"CONS004273","SKU001","2025-12-21","2025-12-21",1,false
"CONS004274","SKU002","2025-12-17","2025-12-17",1,false
"CONS004275","SKU002","2025-12-18","2025-12-18",1,false
"CONS004276","SKU002","2025-12-15","2025-12-15",1,false
"CONS004277","SKU002","2025-12-11","2025-12-11",1,false
"CONS004278","SKU001","2025-12-14","2025-12-25",2,true
"CONS004279","SKU002","2025-12-01","2025-12-01",1,false
"CONS004280","SKU001","2025-12-02","2025-12-02",1,false
"CONS004281","SKU001","2025-12-06","2025-12-06",1,false
"CONS004282","SKU002","2025-12-04","2025-12-04",1,false
"CONS004283","SKU002","2025-12-02","2025-12-02",1,false
"CONS004284","SKU002","2025-12-06","2025-12-06",1,false
"CONS004285","SKU001","2025-12-11","2025-12-18",2,true
"CONS004286","SKU002","2025-12-17","2025-12-17",1,false
"CONS004287","SKU001","2025-12-18","2025-12-18",1,false
"CONS004288","SKU001","2025-12-18","2025-12-18",1,false
"CONS004289","SKU002","2025-12-18","2025-12-18",1,false
"CONS004290","SKU002","2025-12-12","2025-12-21",2,true
"CONS004291","SKU002","2025-12-08","2025-12-08",1,false
"CONS004292","SKU002","2025-12-04","2025-12-04",1,false
"CONS004293","SKU001","2025-12-02","2025-12-12",2,true
"CONS004294","SKU001","2025-12-09","2025-12-09",1,false
"CONS004295","SKU001","2025-12-13","2025-12-13",1,false
"CONS004296","SKU001","2025-12-03","2025-12-23",3,true
"CONS004297","SKU002","2025-12-19","2025-12-19",1,false
"CONS004298","SKU002","2025-12-08","2025-12-08",1,false
